"Published At","URL","Media URL","Media Type","Likes","Comments","Caption"
"2023-10-19 16:34:16","https://www.instagram.com/p/CyllcZbt19T/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/393720325_18392680639018429_1846808946727566698_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=Af7Vv57IGwAQ7kNvgF_2Aw8&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYBxgxdTKdw8qi5O-vPkfDJWM_LVzBr0H1DYbD-ltAWVQQ&oe=66629F3F&_nc_sid=bc0c2c","Image","789","11","We try to keep in constant contact with our teams in Gaza. Power cuts make this contact almost impossible each day. This is the last message we received from one of our colleagues a few hours ago. 

On her behalf, we will keep shedding light on the unspeakable violence people in Gaza are facing right now. 
We will not stop mobilising and asking for the cessation of hostilities, the protection of civilians and healthcare workers, and for the provision of humanitarian aid to the populations. 
 
@emmanuelmacron @francediplo  
 
#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #WestBank #HumanitarianRights #Emergency #MédecinsduMonde #CessezLeFeu"
"2023-10-19 16:07:42","https://www.instagram.com/p/CyliZyANPTi/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/393587167_18392675719018429_7108053745651337294_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=M2ANnOZUMLIQ7kNvgFUojNd&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYDlbuasMV3byte0kxhEsJPAV6PBdxzM-Dpdwb1DlBhFAA&oe=6662B2EB&_nc_sid=bc0c2c","Image","24208","342","Nous essayons de maintenir un lien constant avec nos équipes présentes à Gaza. Jour après jour, les coupures d’électricité rendent ce contact presque impossible. Voici le dernier message que nous avons reçu de l’une de nos collègues il y a quelques heures. 
 
Comme elle nous le demande, nous continuerons à faire connaître l’extrême violence que vivent les personnes à Gaza en ce moment-même. Nous n'aurons de cesse de nous mobiliser pour demander l’arrêt des hostilités, la protection des civils et des personnels de santé ainsi que l’acheminement de l’aide humanitaire.

@emmanuelmacron @francediplo 
 
#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #MédecinsduMonde #CessezLeFeu"
"2023-10-19 08:40:41","https://www.instagram.com/p/CykvP1NNOjF/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/392732835_690242513055560_6082159665062714343_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=g-03FulJCYoQ7kNvgGghzQc&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDhmYsEQ1XWL0Zz0CpwHtUdoS7hz3uANcGX4cM8ctUdtA&oe=6662BA08&_nc_sid=bc0c2c","Image","2826","63","🔴 À Gaza, la plupart de nos équipes ont perdu leurs habitations et sont réfugiées dans des écoles où l'accès à l'eau est compliqué.

Ils ne savent pas s'ils vont pouvoir trouver de la nourriture et de l'eau dans les jours qui viennent.

Médecins du Monde appelle à un cessez-le-feu, à la protection des civils et à l'acheminement de l'aide humanitaire.

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #MédecinsduMonde #CessezLeFeu"
"2023-10-18 15:52:22","https://www.instagram.com/p/Cyi72mBtHPm/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/393673449_6614922378595800_1062280564516056377_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=tjDZ-T0U7uIQ7kNvgE9rWe7&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCME0sctDKGJpfxvGSrUdo2OkKC0ECE5kJdya_7tVz19A&oe=6662B1DE&_nc_sid=bc0c2c","Image","614","9","🔴 Nous sommes horrifiés par l'attaque contre l'hôpital Al Ahli Arab de Gaza.

Des centaines de civils, patients et soignants tués.
Une violation intolérable du droit international humanitaire.

Médecins du Monde condamne fermement l'attaque de l'hôpital Al Ahli et exige que les responsabilités soient établies. Les établissements de santé ne doivent jamais être pris pour cible.

Tout notre soutien aux personnes présentes sur place et à leurs proches. 

#NotATarget #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #DIH #MédecinsduMonde #CessezLeFeu"
"2023-10-17 14:10:08","https://www.instagram.com/p/CygLW-pt2qs/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/391753158_18392291818018429_7559758366663107435_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=JORNrklwMTUQ7kNvgGrB0jI&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYBFcJ3wx9MgpA85JKVdTW-FQ5EMIli3pMHujICivD0nrw&oe=6662A021&_nc_sid=bc0c2c","Image","2317","46","Palestine : 111 attaques contre les soins de santé recensées.

🔴 En Palestine, et en violation du droit international humanitaire, les infrastructures et le personnel de santé sont eux-aussi victimes des bombardements menés par l’armée israélienne.

À Gaza, quatre hôpitaux sont endommagés et plus en état de fonctionner. 21 ont reçu un ordre d’évacuation de la part d’Israël. 

➡️ Face à cette situation, la vie des civils ainsi que celle du personnel humanitaire et de santé est en danger permanent.  

Extrêmement inquiets pour les civils et nos équipes sur place, nous plaidons pour l'arrêt des bombardements, demandons un cessez le feu ainsi que la mise en place d’un corridor humanitaire.  

#NotATarget #DIH #Palestine #Gaza #GazaUnderAttack #Cisjordanie #DroitHumanitaire #DroitdelaGuerre #Urgence #MédecinsduMonde #CessezLeFeu"
"2023-10-14 10:04:15","https://www.instagram.com/p/CyYAuPsLM4j/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/393231654_865199024827977_8614342206557342546_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=03fhqY3y_REQ7kNvgHLrAbo&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAlquZv9SNucdG0TP1g8aMsZsuoxQj2zsiP3VO8HZMyAw&oe=665EA30E&_nc_sid=bc0c2c","Video","2591","223","En riposte aux attaques terroristes qui ont frappé son territoire, Israël bombarde la bande de Gaza depuis 7 jours. Une situation alarmante sur le plan humanitaire, selon le vice président de l’ONG Médecins du Monde Jean-Francois Corty, qui appelle à la création d’un couloir humanitaire de toute urgence."
"2023-10-13 14:14:15","https://www.instagram.com/p/CyV4Vhot88-/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/417397185_306384609030644_3715864969227508836_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=6TdxuG9ehicQ7kNvgGOzA5m&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDC-ju59xajvXaYO1us3s4GA-V422H3810YLNsYbJCn5A&oe=665E97A2&_nc_sid=bc0c2c","Video","34686","530","2000 enfants aujourd’hui à la rue en France.

#StopEnfantsÀLaRue @patrice_vergriete"
"2023-10-06 10:57:54","https://www.instagram.com/p/CyDgnchNaiG/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/387074145_18390119647018429_8459213867487192311_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=pDhTX6ncGQ8Q7kNvgGaP42P&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYCfOwSzMM93Pq_zTbbTekaqvweo-ekQre9C4FEsA9othA&oe=6662ABA3&_nc_sid=bc0c2c","Image","199","2","Depuis dimanche dernier, plus de 100 000 Arméniens dont de nombreuses familles ont dû fuir leur foyer établi dans le Haut-Karabakh, région en proie à un conflit territorial violent.  

Mais que se passe-t-il au juste ? Et quels besoins humanitaires ? 

On vous en dit plus ⤴️ 

#HautKarabakh #Arménie #Géorgie #conflit #urgence #emergency #humanitaire #santé #medecinsdumonde #armenia #azerbaijan #nagornokarabakh #cartes #maps #geopolitique #geopolitics"
"2023-10-04 13:06:03","https://www.instagram.com/p/Cx-k0j-tVa_/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/418335861_1082645906106713_2932788629462235078_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=F7sPBs-T2T0Q7kNvgFilpR4&edm=APU89FABAAAA&ccb=7-5&oh=00_AYB7PC3xbOT81BLHMJl5liOS9ZEHVG2Z_4pBBfqbkAZp8w&oe=665EC419&_nc_sid=bc0c2c","Video","161","0","Pourquoi @medecinsdumonde lance le Festival des Gros Maux ❔
 
🎬 Orane, référente Santé & Environnement chez MdM vous dit tout !
 
Pour dénoncer les inégalités et mettre de gros mots sur de grands maux, on vous donne rendez-vous du 3 au 5 novembre, au @groundcontrolparis.
 
👉 lesgrosmauxfestival.org
.
.
#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #Solidarité #arturbain #Festival #streetart #exposition #culture #ecriture #urbanart #art #MédecinsduMonde"
"2023-09-28 10:13:23","https://www.instagram.com/p/Cxu1BPEtJNd/","https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/384198138_6538119056236544_358799544766936722_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=6yymYIx8xWgQ7kNvgGlaOxr&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBXF1H6B5DEAV4QHnruUbSmUeuq0KlIcANt8uaJDkpFTA&oe=665E9CBB&_nc_sid=bc0c2c","Video","180","2","#WeAreAnUnstoppableMovement

En France comme à l’international, Médecins du Monde est mobilisée pour que le droit à l’avortement soit garanti et protégé.

À force de mobilisations, de revendications et de témoignages issus du terrain, l’année 2023 a été synonyme de lutte et de réussites pour nos équipes et organisations partenaires : 
 
🇫🇷 L’inscription de l’IVG dans la Constitution française est enfin discutée, sans concrétisation pour le moment.

📄 La stratégie politique extérieure de la 🇫🇷 sur les Droits et santé sexuels et reproductifs suit les recommandations de Médecins du Monde (éducation complète à la sexualité, accès à la contraception et aux soins complets d’avortement). Nous attendons son application. 

🌎 L’auto-prise en charge est promue par l’Organisation Mondiale de la Santé, permettant aux personnes de devenir actrices de leur santé. 

🇲🇽 La Cour Suprême du Mexique dépénalise l’avortement. 
 
⚠️ Si des pistes d’amélioration sont lancées, il reste encore du chemin à parcourir. 

Notre combat pour le respect des droits en santé sexuelle et reproductive continuera !  

#JMContraception #JMAvortement #DSSR #IVGConstitution #PasDeSantéSansFéminisme #UnstoppableMovement #santé #femmes #MédecinsduMonde"
"2023-09-25 14:20:22","https://www.instagram.com/p/Cxni99xIPq8/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/382668390_1004618474068704_2404294588490634867_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=9HMfuJIotaMQ7kNvgE0mBI_&edm=APU89FABAAAA&ccb=7-5&oh=00_AYB7wpd9vo37a0GSr_qjiVUQB6gMOct2K74SvjFECuchQA&oe=665EB534&_nc_sid=bc0c2c","Video","528","11","« Je n’ai que 30 ans, je suis jeune pédiatre, mais c’est la première fois dans mon parcours que le métier fait autant sens. »

Au quotidien, ce sont nos équipes de terrain qui font nos actions. 

Des équipes dont les bénévoles soignants sont au coeur : permettant de raccorder aux soins les plus vulnérables, ces soignants solidaires participent également à sensibiliser les structures et acteurs de santé aux problématiques rencontrées par ces publics. 

A la fois pédiatre au Centre Hospitalier de Mayotte et bénévole Médecins du Monde, Cassandre incarne parfaitement ce travail de médiation en santé que l'on retrouve dans tous nos programmes. 

Découvrez son parcours 🔝

👉 Pour connaître toutes nos offres d’emploi et de bénévolat, RDV sur notre site medecinsdumonde.org !

#Mayotte #Bénévolat #BénévolesSoignants #SoignantsSolidaires #Association #Solidarité #MédecinsduMonde"
"2023-09-20 12:44:46","https://www.instagram.com/p/Cxae6GPtT7I/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/381790432_1356531731880291_1958534535523366052_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=VDYBD6-qOvMQ7kNvgFK24Gt&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCl0yM7BazOq_g2EpAiB9XLOdZ9zy1Bq84dLHvp9aUgIA&oe=665EB62B&_nc_sid=bc0c2c","Video","872","15","Le Festival des Gros Maux : un événement d’art urbain, gratuit et engagé !

🎉 @medecinsdumonde vous invite à un voyage écrit, une exposition artistique pour attirer, surprendre, interroger, dénoncer… et parler de ses combats.

Rendez-vous du 3 au 5 novembre au @groundcontrolparis à Paris !

#desmotssurdesmaux #FestivaldesGrosMaux #GrosMauxFestival #plumeengagée #arturbain #Festival #streetart #exposition #culture #ecriture #urbanart #art #MédecinsduMonde"
"2023-09-15 10:36:39","https://www.instagram.com/p/CxNZfZDo90n/","https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/379341770_702939691864950_503260792150182105_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=2U1857SxVOoQ7kNvgFqhGO9&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYBwcOccCNeegPSY64WJ4gmVgItjEZijHGb_k9MaS1ZKlg&oe=66629AC9&_nc_sid=bc0c2c","Image","1642","7","⚠ Vie à la rue, en bidonville ou dans des logements précaires, manque d’accès à l’eau, à l’hygiène et aux besoins élémentaires, conditions de travail dangereuses…

❌ En France et dans le monde, de milliers de personnes vivent et travaillent dans environnements qui nuisent à leur santé. ❌

Parce que la santé commence là où s’arrête l'indignité, défendons le droit à des conditions de vie saines !

.
.
.

➡️ En France et à l’international, nous agissons pour limiter l’impact des environnements néfastes sur la santé. Découvrez ""L’ordonnance humanitaire"", la nouvelle campagne de Médecins du Monde réalisée par les gagnants du concours @mllepitch, sur notre site interne. 

#OrdonnanceHumanitaire #Santé #SantéEnvironnement #Environnementsnocifs #SantéPrécarité #Campagne #sensibilisation #Association #MllePitch #MllePitchAwards #MédecinsduMonde"
"2023-09-12 15:22:00","https://www.instagram.com/p/CxGLwtytVgW/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/375607309_811533257048152_5776759413862727652_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=vS5qNsKrlNkQ7kNvgGU0X2z&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDwDguDst3rtnPZhKxH_9V7APWFApoppywFBKh6M2W-CA&oe=6662BEA6&_nc_sid=bc0c2c","Image","163","1","🇲🇦 Urgence #Maroc 

🔴 Suite au séisme qui a secoué le pays ce week-end, Médecins du Monde et ses partenaires préparent une mission exploratoire afin d’évaluer les besoins humanitaires et possibilités de réponses dans les zones sinistrées. 

Depuis 10 ans, les équipes de Médecins du Monde interviennent dans les régions de Oujda et Rabat pour l’accès aux soins des personnes les plus vulnérables, et se tiennent prêtes à soutenir ces nouvelles populations sinistrées. 

🔗 En savoir plus sur medecinsdumonde.org

📷 ©Marc Ferra 

#Séisme #earthquake #UrgenceMaroc #UrgenceSéisme #MédecinsduMonde"
"2023-09-11 12:13:53","https://www.instagram.com/p/CxDRcAutMMo/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/376917090_268685116054312_3279182120418546881_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=Q8g1t4eoqVkQ7kNvgHkGw3I&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBmWet5j5Ff5wigEwCQtfFSLCgvxxew7RjWTJVm2f12AQ&oe=6662A8B1&_nc_sid=bc0c2c","Image","1301","20","Premier médicament contre l’hépatite C ayant un taux de guérison élevé et aussi peu d’effets indésirables, le sofosbuvir est pourtant commercialisé à un prix excessif, en raison des brevets détenus par l’entreprise américaine Gilead. 

En France, où près de 230 000 personnes étaient porteuses du virus de l'hépatite C, Gilead avait introduit le sofosbuvir au prix de 41 000 euros par traitement. 

Alors que notre système de santé traverse une crise sans précédent et que des personnes en situation de précarité se voient, aujourd’hui encore, refuser l’accès au traitement de l’hépatite C en raison de son prix, l’État français ne prend toujours pas ses responsabilités. 

@medecinsdumonde notamment avec ses partenaires européens se sont opposée à deux reprises, aux brevets conférés à Gilead dénonçant leur illégitimité. Le 12 septembre, l’OEB (Office Européen des Brevets) décidera si le brevet sur le composé de base du sofosbuvir sera maintenu ou révoqué. Médecins du Monde et @assoaides s’invitent dans le système des brevets pour contester ces brevets immérités et dénoncer le rapport de forces inégales entre l’État et les firmes pharmaceutiques. 

On vous explique avec une BD de @matlet ☝️ 
#LePrixdelaVie #Sofosbuvir #OEB #HépatiteC #systèmedesanté #santé #AIDES #MédecinsduMonde"
"2023-09-05 15:51:26","https://www.instagram.com/p/Cw0NkNxtP7o/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/375129936_3642878362704025_346214315167381975_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=dyqZJLHscrsQ7kNvgHQbaBs&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBMcin27wwikoVX2_kiSJruCmgxr5lZWkRahHZiy5Kwzg&oe=6662A91D&_nc_sid=bc0c2c","Image","105","0","🇲🇽 Mexique : face à la crise migratoire 

Chaque année au Mexique, près de 300 000 personnes venant en grande partie de de pays limitrophes fuient la pauvreté et la violence pour un avenir qu’ils espèrent meilleur, aux #ÉtatsUnis pour la plupart.

Face à des politiques de plus en plus autoritaires, la désillusion se fait vive et la traversée complexe. Nombreuses sont les personnes en exil forcées de rester des mois dans les villes bordant la frontière américaine. 

C’est le cas notamment à Ciudad Juárez, où @MédecinsduMonde va étendre son activité afin d’apporter des soins de santé primaire aux personnes qui en sont les plus éloignées, tout en renforçant les capacités des acteurs locaux par le biais de formations. 

#Mexique #Ciudadjuarez #etatsunis #migration #santé #frontières #médecinsdumonde"
"2023-09-01 11:00:51","https://www.instagram.com/p/CwpZIcJNYbC/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/372557713_328617966258573_6124385323070642321_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=1gh4qWjSECEQ7kNvgEw593t&edm=APU89FABAAAA&ccb=7-5&oh=00_AYB0X-hic3iczhCdUdyJOcnXD-nyxH6uyHUACGX6ud_syQ&oe=6662B02B&_nc_sid=bc0c2c","Image","96","1","Rouen : la permanence du CASO, une pause dans le temps 

Au Centre d’Accueil de Soins et d’Orientation de Rouen, “on peut s’autoriser à prendre le temps, ce que ne peuvent pas forcément faire les professionnels de santé.” 

Deux fois par semaine, les bénévoles du CASO de Rouen, où se mêlent problèmes de santé et difficultés sociales, proposent soins et orientation aux personnes en situation de précarité. 

📰 Retrouvez l’article en story ou sur notre site internet ! 

#CASO #Rouen #SantéPourTous #Soins #MédecinsduMonde"
"2023-08-29 14:58:09","https://www.instagram.com/p/CwiF52ptkdJ/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/372599856_4282940771931933_1116995476756340127_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=vmyJ6LgQWVcQ7kNvgEly0qg&edm=APU89FABAAAA&ccb=7-5&oh=00_AYADYny1K1syr9CtiMDVyOMu5kEXz6mpxxSWQklDow87eg&oe=6662A1BD&_nc_sid=bc0c2c","Image","76","0","🔴 Dans la Corne de l'Afrique, toutes les 48 secondes, une personne meurt à cause de la faim.

Parmi les causes principales : les conflits armés, les crises économiques et le dérèglement climatique qui impacte les récoltes. 

Malgré les besoins croissants, il est devenu impossible de se soigner dans de nombreuses régions : le personnel soignant a fui les combats et les centres de santé ont été pillés. 

🇪🇹 Face à l’urgence, @medecinsdumonde mène des actions de soutien au système de santé local grâce au déploiement de cliniques mobiles, l’approvisionnement en médicaments et la formation des équipes médicales. 

Pour en savoir plus, découvrez l’article « Risque de famine dans la corne de l'Afrique » sur notre site web. 

📷 © Quentin Top
. 
.
#Ethiopie #CornedelAfrique #famine #humanitaire #crisenutritionnelle #aidehumanitaire #malnutrition #solidarité #crisehumanitaire #santé #urgence #MédecinsduMonde"
"2023-08-24 12:29:20","https://www.instagram.com/p/CwU85fVNYAa/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/369494694_853855282436265_5309084383538633371_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=k7qfO6LbHY0Q7kNvgEjMQsS&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA4oK8UnZsDekkNCYW3EwHObAML3N883dzTiFLC4OkfTw&oe=6662ADB7&_nc_sid=bc0c2c","Image","106","2","🩺 À Grenoble, nos équipes proposent un accueil médico-social gratuit aux personnes en situation de précarité, afin de faciliter leur accès aux droits et aux soins.

Si des consultations infirmières et des soins sont réalisés, l’objectif est avant tout d’accompagner les personnes dans leurs démarches afin qu’elles puissent être prises en charge dans des centres de santé de droit commun.

👉 Rendez-vous en story pour découvrir le témoignage d’Odile, bénévole depuis 10 ans chez MdM Grenoble.

📷 @ datis_the_solution
.
.
#droits #santé #médiationensanté #précarité #santépourtous #Grenoble #Isère #MédecinsduMonde"
"2023-08-21 15:01:20","https://www.instagram.com/p/CwNf6KdtC3j/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/369060149_18381414358018429_5205253437328894361_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=I_ogUqAF2P4Q7kNvgFzGxbX&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYBy9ONYbgXSpI9PDY2QaDYZGMyVoacP17HrhjR2W1Z-pg&oe=6662BB63&_nc_sid=bc0c2c","Image","113","0","Depuis l’invasion russe en février 2022, les Ukrainiens et Ukrainiennes 🇺🇦 sont plongés dans un contexte meurtrier et dévastateur, qui impacte très lourdement leur santé mentale.

Selon l’Organisation Mondiale de la Santé, 9,6 millions d’Ukrainiens souffrent de troubles psychologiques.  

Face à cette situation, Médecins du Monde place la santé mentale au cœur de sa stratégie d’intervention.
 
Avec le soutien de la DG-ECHO (UE), les équipes interviennent dans le sud de l’Ukraine auprès de la Croix Rouge pour mettre en place des soins de santé mentale et de soutien psychosocial, à la fois dans le cadre de consultations individuelles et de séances de groupe.

📸 : Jean Pierre Amigo
.
.
#Ukraine #Ukrania #crise #urgence #Médecinsdumonde #standforUkraine #santémentale #humanitaire#Ukrainewar #UkraineRussiaWar #Santémentale"
"2023-08-18 09:59:27","https://www.instagram.com/p/CwFN3J0N9ig/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/367887119_691145689017384_155300428426288339_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=7B2_u0-nQukQ7kNvgETo33K&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCMmlWo2NANtWRmGCfbQcjBsokKhg_EG91-Isy3nPoiXA&oe=665E9E2A&_nc_sid=bc0c2c","Video","266","1","En 2023, 339 millions de personnes ont besoin d’assistance humanitaire. Pourtant, les acteurs et actrices humanitaires et de santé continuent à être exposés à de grave risques dans les pays d’intervention.
 
En cette journée mondiale de l’aide humanitaire, Médecins du Monde, @actioncontrelafaim et @handicap_international_fr publient un rapport qui présente les principaux défis et demandes des organisations humanitaires pour mieux protéger les actrices et acteurs de l’aide.
 
Le lien en story !
 
#DIH #santé #acteurshumanitaires #humanitaire #ACF #HI #MédecinsduMonde #NotATarget"
"2023-08-14 10:00:07","https://www.instagram.com/p/Cv673scop_m/","https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/364794374_682903840535202_1615089078266518189_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=4LJQt2QAg-EQ7kNvgE_OG8Q&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYAtT4SB3Pz7t40REYnf-C3YCW1CI7Y0w0BLPLbCvFt6kg&oe=66628DE4&_nc_sid=bc0c2c","Image","164","0","🇵🇰 L’été dernier, le Pakistan était frappé par des inondations dévastatrices qui ont affecté 33 millions de personnes et détruit des centaines de milliers de maisons, des milliers de kilomètres de routes et de nombreuses infrastructures. 

Cette situation impacte durement le système de santé, qui peinait déjà à répondre aux besoins des populations. 
 
Médecins du Monde organise depuis près d’un an une réponse d’urgence dans les districts de Charsadda et Nowshera pour assister les personnes les plus touchées par les inondations : 
 
🚑 3 cliniques mobiles déployées dans 4 facilités pour apporter des soins de santé primaires et de santé sexuelle et reproductive 
🩺 24 085 consultations médicales effectuées 
💊 Fourniture de médicaments, équipements médical et personnel de santé
 
#Pakistan #MédecinsduMonde #urgences #inondations #floods #floodesinpakistan #climatechange"
"2023-08-10 09:04:45","https://www.instagram.com/p/CvwiWv4thS-/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/366457861_1543231176206605_5475923516341446563_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=rPwsbjdx5DIQ7kNvgGLZPGV&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA-BnAQfcsErJT3XnD6IFRv4yGRQzoDw8CoE3cRpVObug&oe=6662A3CA&_nc_sid=bc0c2c","Image","133","2","En 2022, Médecins du Monde a accueilli près de 17 000 personnes dans ses 14 centres d’accueil, de soins et d’orientation (CASO) ou d’accompagnement (CAOA). 

Ces structures visent à faciliter l’accès à la prévention, aux droits et aux soins des personnes en situation de précarité, en leur proposant un accueil médico-social gratuit. 

Face à la complexification des démarches d’ouverture de droits à une couverture maladie pour les personnes étrangères en situation de précarité, Médecins du Monde plaide pour la mise en place en France d’une couverture santé pour toutes et tous et pour le développement de dispositifs de soins adaptés aux personnes précarisées. 
.
.
#droits #santé #accompagnement #médiation #acccueil #MédecinsduMonde"
